Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
2.0,"This book was just plain annoying. Chris Crutcher's agenda was so obvious and obnoxious, it made me mad. Only half the book was spent on the plot, the other half was spent bashing someone for their beliefs and making this one stereotypical character look like a real jerk. The plot and catchy title looked intriguing, but it was hidden too deep underneath the annoying characters. This wasn't the first time this happened with a Chris Crutcher novel. In his other book I read called The Sledding Hill, in which Crutcher also ignores the plot in order to push his own agenda. Had potential, but I was left disappointed.",02/19/2010 0:00,"Really, Chris?",3.0
,"After reading quite a few Philippa Gregory novels, enjoying most of them thoroughly, I recently picked this one up.  The overview sounded a bit strange, and quite a stretch for the imagination...but what a surprise!  I loved it.  The only questionable part was how \Bloody Mary\"" was portrayed as a lovelorn",," and very entertaining!  Plus Hannah's romance added more depth and charm to the overall story.""",
1.0,"This book drew me in right away. I'm pretty sure there were moments where my kids were completely unsupervised as I read this... Could not put it down! The time era was fun to relive, Georgina was so relatable, and the psychologically thrilling twist had me on the edge of my seat. Experiencing  the story through Georgina's perspective was so fun. As a full time working mom with 2 toddlers, this was an entertaining and captivating read for those who &#34;don't have time to read.&#34; Well worth it.",08/28/2015 0:00,"A must read for \those who don't have time to read.\""""",5.0
1.0,"Very good story, with complex characters.  There is a suprise twist ending wich is always refreshing.  This book really makes you want to learn to do coin tricks though.",02/13/2003 0:00,very good,4.0
0.0,Good book.,08/26/2015 0:00,Four Stars,4.0
0.0,Items arrived on time and are exactly what I wanted.,08/26/2015 0:00,Five Stars,5.0
0.0,I have no memory of buying this book but I had it when I was a kid and loved it. Maybe I should buy it again . I have no idea where it is now,05/23/2013 0:00,Great,4.0
0.0,Very informative and helpful in understanding this syndrome.,08/29/2015 0:00,Four Stars,4.0
4.0,"This cookbook is fantastic.  It really helps with the basics, so if you are a new cook, this is the book for you.  But if you're an experienced cook this brings you back in time to the period where it was acceptable and expected to provide fantastic meals - a well set table - know how to slice a cake to provide the maxium servings - be a housewife and homemaker and not be looked down upon.  The Joy of this cookbook is the fantastic information and the glimpse back in time.  Love it!!!",12/09/2010 0:00,Rediscover the JOY of cooking,4.0
0.0,"This book started off good and ended good.  The middle was pretty terrible.  It went off into trying to develop Shadow instead of the plot.  Shadow is the dullest main character I've seen in a long while, so reading through his 'development' was something like pulling teeth.Also, chapter endings introduced characters that were not used again in any meaningful way.  These chapter caps felt both disconnected and wasteful.If only Gaiman had focused primarily on the unfolding plot, then this book would have been great all the way through.  As it is, only about 2/3 are great and remaining 1/3 is gray and pointless.",06/30/2008 0:00,Lacking,3.0
,"The Man in the White SuitI have been an avid fan of Top Gear since I first saw an episode a few years ago. Fifth Gear, albeit a similar program, was never quite as entertaining as Top Gear mainly because of the chemistry between the presenters and because Top Gear is more focused on entertainment. Ben Collins' book is not just an autobiography, but also a behind the scenes look at Top Gear. As I suspected, Top Gear is more about entertaining the audience than a factual car review show. Ben Collins revealed that a lot of the driving sequences, such as the Corvette and Fiesta duel in the mall, was mainly action sequences taken in piece meal with the presenter driving sequences cut/pasted into the whole affair to make them look good. I understand that there are a lot of people there heavily criticizing Ben for leaving Top Gear and the \best job in the world\""",,Collins described May as always pretending to be a poor driver to provide some hint of comic relief.  In stark contrast,
